ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID294220318,77 Hillsyde Pde,STRATHMORE,790000.0,h,3/06/2017,2,2.0,1.0,213.0,29.0,-37.73519,144.92373999999995,20034,630.47,31.0,False,1412.0,6364.0,699.33,Strathmore Primary School,594.08,265,Strathmore Secondary College,322.02,133
ID709975504,11/1051 Pascoe Vale Rd,JACANA,280000.0,u,16/04/2016,2,1.0,1.0,197.0,69.0,-37.6859,144.9164,20030,425.24,40.0,False,87.33,252.0,37.0,Broadmeadows Valley Primary School,540.11,not ranked,Penola Catholic College,272.66,361
ID353871105,1/14 Alexander St,BOX HILL,420000.0,u,30/07/2016,2,1.0,1.0,0.0,49.0,-37.8253,145.1205,20042,681.54,25.77,False,2744.33,10289.67,780.0,Kingswood College,848.44,53,Kingswood College,848.44,106
ID531975557,115 Page St,ALBERT PARK,4735000.0,h,25/02/2017,4,2.0,1.0,330.0,109.0,-37.8477,144.9558,19958,3000.7,13.5,False,1214.67,5603.67,375.33,Middle Park Primary School,150.92,242,Albert Park College,809.2,131
ID620478398,26 Leila Rd,CARNEGIE,1716000.0,h,28/08/2016,3,2.0,1.0,817.0,94.0,-37.9007,145.047,19941,706.49,32.15,False,3703.67,18944.0,2039.33,Kilvington Grammar School,524.79,61,Kilvington Grammar School,524.79,37
ID366618312,105 Dover Rd,WILLIAMSTOWN,830000.0,t,24/09/2016,4,1.0,2.0,0.0,119.0,-37.8519,144.8968,19993,909.67,20.86,False,1002.67,4068.0,328.33,Westbourne Grammar School,251.53,58,Bayside P-12 College,1205.77,243
ID601210332,19/337 Station St,THORNBURY,900000.0,t,3/09/2017,3,2.0,2.0,120.0,19.0,-37.76343,145.02096,19930,1788.22,22.0,False,2532.33,5455.0,713.0,Virtual School Victoria,444.99,not ranked,Virtual School Victoria,444.99,not ranked
ID191645809,421 Murray Rd,PRESTON,760000.0,h,22/05/2016,4,8.0,7.0,1254.0,91.0,-37.7367,144.9895,20012,994.86,28.3,False,659.0,5219.33,338.33,St Raphael's School,399.35,349,St John's College Preston,1428.34,not ranked
ID915141843,29 Hanley St,NARRE WARREN,655000.0,h,1/07/2017,3,2.0,2.0,731.0,47.0,-38.02938,145.31876,19884,1308.65,58.0,False,938.33,6892.67,553.33,Don Bosco School,502.43,not ranked,Timbarra P-9 College,1573.76,not ranked
ID250553363,496 Victoria Pde,EAST MELBOURNE,1475000.0,h,18/06/2016,4,1.0,1.0,179.0,9.0,-37.8099,144.9879,19977,408.36,10.24,False,97.67,243.0,33.0,Collingwood College,802.93,not ranked,Collingwood College,802.93,359
ID226459338,140/73 River St,RICHMOND,604000.0,u,22/05/2016,2,2.0,2.0,0.0,10.0,-37.8189,145.0131,19905,921.14,13.95,False,824.67,1890.33,159.33,Hawthorn West Primary School,483.25,125,Melbourne Girls College,415.92,not ranked
ID588354884,27 Burnewang St,ALBION,670000.0,h,15/10/2016,2,1.0,2.0,697.0,69.0,-37.7835,144.8176,20004,902.37,26.38,False,268.33,736.0,128.33,St Theresa's School,270.8,393,Marian College,1113.66,not ranked
ID996524407,31/15 River Bvd,RICHMOND,750000.0,u,22/05/2016,2,2.0,1.0,0.0,19.0,-37.8128,145.0133,19905,1312.25,13.95,True,824.67,1890.33,159.33,Yarra Primary School,551.08,475,Lynall Hall Community School,1053.86,559
ID430139328,15 Metcalf Wy,POINT COOK,698000.0,h,15/07/2017,4,2.0,2.0,448.0,7.0,-37.8914,144.72014,19922,1912.76,32.14,False,1609.33,6840.67,525.67,Point Cook Prep - Year 9 College,545.18,not ranked,Point Cook Prep - Year 9 College,545.18,not ranked
ID208331618,7 Kampman St,BULLEEN,1300000.0,h,18/03/2017,4,2.0,2.0,744.0,34.0,-37.7791,145.086,19934,3307.48,29.0,False,941.33,5813.0,575.67,Belle Vue Primary School,750.34,299,Marcellin College,562.7,169
ID575998373,4 Casey Dr,LALOR,521000.0,h,3/06/2017,3,1.0,2.0,589.0,44.0,-37.67056,145.03698,20006,1820.61,42.22,False,1360.67,6408.67,691.67,Lalor East Primary School,682.12,not ranked,Lalor Secondary College,606.93,378
ID551121782,2/27 Georges Rd,RINGWOOD,766000.0,u,3/06/2017,3,1.0,2.0,327.0,59.0,-37.80905,145.23533999999995,19902,945.05,38.41,False,394.33,1153.67,165.33,Our Lady of Perpetual Help School,866.46,not ranked,Ringwood Secondary College,905.29,185
ID747091306,67 Hawtin St,TEMPLESTOWE,1205000.0,h,12/08/2017,4,2.0,2.0,646.0,39.0,-37.75807,145.13478,19986,4902.54,43.9,False,281.67,524.33,75.33,Templestowe Park Primary School,772.57,165,Templestowe College,1513.33,307
ID821486681,1/10 Oriel Rd,IVANHOE,700000.0,t,27/06/2016,3,2.0,1.0,189.0,29.0,-37.7661,145.0354,19933,935.5,26.06,False,555.67,1129.0,160.67,St Bernadette's School,356.2,230,Virtual School Victoria,965.79,not ranked
ID408734653,44 Meek St,BRIGHTON,2260000.0,h,26/08/2017,4,2.0,2.0,881.0,4.0,-37.90217,144.99337,19952,865.71,24.5,False,2897.33,11243.0,942.0,Firbank Grammar School,539.67,24,Firbank Grammar School,539.67,29
ID947501353,2 Rodney Cl,WHEELERS HILL,1500000.0,h,19/08/2017,4,2.0,2.0,657.0,83.0,-37.90466,145.19433999999995,19913,6149.33,39.48,True,990.0,3070.0,411.0,Jells Park Primary School,241.42,262,Wheelers Hill Secondary College,1262.67,not ranked
ID482634167,15 Prior Rd,MALVERN EAST,1335000.0,h,27/11/2016,3,2.0,2.0,606.0,54.0,-37.8831,145.0879,19918,1591.59,27.35,False,610.0,1743.67,228.0,Malvern Valley Primary School,623.15,139,Salesian College,1086.43,153
ID142511035,50 Lewisham Rd,WINDSOR,2368000.0,h,27/06/2016,3,2.0,1.0,322.0,49.0,-37.8547,144.9995,19957,673.16,15.5,False,1002.67,4068.0,328.33,Windsor Primary School,442.53,not ranked,Presentation College Windsor,532.72,not ranked
ID574026314,4 Ananda Ct,WATSONIA,711000.0,h,14/05/2016,3,1.0,2.0,658.0,59.0,-37.7147,145.0752,19984,863.82,37.67,False,584.33,2731.67,211.67,Macleod College,1148.7,not ranked,Macleod College,1148.7,459
ID476132768,29 Rosamond Rd,MAIDSTONE,725000.0,h,7/11/2016,3,1.0,2.0,305.0,59.0,-37.7858,144.8834,20023,1790.07,19.4,False,610.0,1743.67,228.0,Footscray North Primary School,216.64,235,Maribyrnong Secondary College,818.36,not ranked
ID943577217,27 McPhail St,ESSENDON,1315000.0,h,29/07/2017,3,3.0,1.0,226.0,19.0,-37.75485,144.9119,20037,399.72,24.0,False,330.33,1855.0,82.0,St Therese's School,439.14,387,St Columba's College,335.85,85
ID131655855,5 Koorang La,RICHMOND,1100000.0,h,18/06/2016,3,2.0,1.0,66.0,6.0,-37.8181,145.007,19906,1054.21,11.9,False,824.67,1890.33,159.33,Trinity Catholic School,273.05,not ranked,Richmond High School,376.94,not ranked
ID602875596,20 Howitt St,GLEN IRIS,2376000.0,h,12/11/2016,4,2.0,2.0,652.0,94.0,-37.8479,145.0557,19850,1799.31,26.67,False,1923.67,8979.33,620.33,Camberwell South Primary School,607.57,327,Alia College,1061.66,500
ID759466564,15 Caroline St,CLIFTON HILL,1460000.0,h,27/05/2017,3,1.0,0.0,192.0,119.0,-37.78992,144.99845,19974,301.59,15.14,False,1097.67,5916.0,553.33,Spensley Street Primary School,590.92,not ranked,Fitzroy High School,1114.87,248
ID485268308,14 Henry St,NORTHCOTE,1112000.0,h,12/06/2016,2,1.0,2.0,238.0,49.0,-37.7732,144.9957,20016,373.06,21.3,False,136.33,302.67,42.0,St Joseph's School,181.91,113,Northcote High School,538.04,178
ID234847067,23 Arthur Av,BRIGHTON,3000000.0,h,12/08/2017,5,3.0,2.0,818.0,57.0,-37.92335,144.99982,19951,965.39,26.5,False,2897.33,11243.0,942.0,Brighton Beach Primary School,354.28,170,St Leonard's College,898.2,43
ID957922158,42 Byron Rd,KILSYTH,811000.0,h,8/07/2017,3,1.0,3.0,992.0,62.0,-37.80467,145.30297,19878,2220.05,45.77,False,164.67,943.0,50.67,Ruskin Park Primary School,874.67,476,Yarra Hills Secondary College,2064.73,468
ID464434256,44 Beatty St,IVANHOE,1730000.0,h,17/09/2016,5,2.0,2.0,689.0,12.0,-37.7591,145.04,19933,1190.47,26.06,False,555.67,1129.0,160.67,St Bernadette's School,679.65,230,Ivanhoe Girls' Grammar School,906.65,49
ID376022471,13 Shackell St,COBURG,1000000.0,h,23/09/2017,4,2.0,1.0,343.0,39.0,-37.74234000000001,144.95169,19965,1025.18,32.0,False,1097.67,5916.0,553.33,Coburg West Primary School,644.04,233,Antonine College,798.45,482
ID622192501,10 Wilson Gr,CAMBERWELL,1402000.0,h,13/05/2017,2,1.0,0.0,429.0,129.0,-37.845,145.071,19850,416.44,26.67,False,3767.67,18925.0,2042.33,St Cecilia's School,798.64,50,Siena College Ltd,1621.23,not ranked
ID562178081,17 The Dell,CROYDON NORTH,859000.0,h,17/06/2017,4,2.0,3.0,660.0,3.0,-37.76436,145.2804,19878,3459.44,45.77,False,84.67,371.67,13.0,Yarra Road Primary School,754.25,not ranked,Luther College,2173.2,83
ID375159816,28 Greendale Rd,DONCASTER EAST,1255000.0,h,24/06/2017,3,2.0,2.0,348.0,44.0,-37.79759,145.16422,19899,2728.27,31.67,False,3327.0,11071.67,1069.33,Beverley Hills Primary School,413.34,7,East Doncaster Secondary College,1791.94,not ranked
ID776709746,12 Westwood Dr,BULLEEN,1320000.0,h,3/06/2017,3,1.0,3.0,902.0,129.0,-37.78006,145.10169,19896,4395.17,28.79,False,941.33,5813.0,575.67,Boroondara Park Primary School,1600.9,192,Marcellin College,1773.19,169
ID967496617,12 Ibis Pl,MARIBYRNONG,884500.0,h,30/07/2016,3,2.0,2.0,211.0,14.0,-37.7848,144.8969,20025,1895.38,10.19,False,610.0,1743.67,228.0,Footscray North Primary School,1234.47,235,Footscray City College,742.86,166
ID936876987,5/467 King St,WEST MELBOURNE,620000.0,u,28/05/2016,2,1.0,1.0,0.0,17.0,-37.8091,144.952,19841,454.01,3.41,False,584.33,2731.67,211.67,North Melbourne Primary School,1160.23,182,Simonds Catholic College,356.86,262
ID436474406,11 Pamela St,MOUNT WAVERLEY,1451000.0,h,16/09/2017,3,2.0,1.0,730.0,49.0,-37.88494,145.11951000000005,19917,3234.85,29.35,False,1471.0,7759.67,779.67,Mount Waverley Primary School,575.04,111,Avila College,1662.88,102
ID615395907,43 Highbury Gr,PRAHRAN,1651000.0,h,16/04/2016,3,1.0,2.0,294.0,131.0,-37.8558,145.0072,19946,812.85,18.21,False,659.0,5219.33,338.33,The King David School,395.98,140,The King David School,395.98,27
ID561733642,50a Rennie St,COBURG,860000.0,h,24/09/2016,2,1.0,1.0,483.0,79.0,-37.7509,144.9696,19966,792.31,30.0,True,1071.33,5783.67,419.67,St Bernard's School,474.06,479,Coburg High School,1169.85,79
ID759999752,9 Marchant Av,RESERVOIR,1190000.0,h,23/09/2017,4,2.0,3.0,650.0,21.0,-37.71556,145.01129,20010,405.88,34.2,False,885.0,1901.0,227.67,St Gabriel's School,608.29,not ranked,Reservoir High School,1790.13,346
ID405599315,7/75 Droop St,FOOTSCRAY,360000.0,u,20/05/2017,2,1.0,1.0,761.0,119.0,-37.7953,144.8957,22240,878.72,10.14,False,2047.67,9171.0,742.33,Footscray Primary School,434.58,not ranked,Gilmore College For Girls,428.8,387
ID689167761,3 Dumblane St,BALWYN NORTH,3300000.0,h,3/12/2016,5,4.0,2.0,760.0,4.0,-37.7907,145.0907,19896,3453.55,28.79,False,925.67,4701.33,308.67,Boroondara Park Primary School,284.15,192,Balwyn High School,1461.53,44
